House_ID,Area_sqft,Bedrooms,Bathrooms,Floors,House_Age,Garage,Parking,Location,Furnished,Garden,Condition,Distance_to_City_km,Price
H02310,2818,3,2,1,21,3,0,Suburban,No,No,Excellent,8.0,706410
H02311,3469,4,1,2,0,2,3,Urban,Yes,Yes,Good,18.8,902282
H02312,4100,6,3,3,38,1,0,Suburban,No,Yes,Average,10.3,911325
H02313,4116,2,1,2,30,1,4,Urban,Yes,No,Good,22.7,918079
H02314,4309,6,1,3,9,2,1,Suburban,No,Yes,Average,2.6,1000063
H02315,3955,1,1,2,18,0,3,Suburban,No,Yes,Excellent,11.0,871040
H02316,1373,1,2,3,14,0,1,Urban,No,No,Excellent,29.0,411002
H02317,2035,4,3,3,31,2,0,Rural,Yes,Yes,Average,18.4,479501
H02318,3921,5,2,3,22,0,2,Suburban,No,No,Excellent,13.1,909468
H02319,3184,1,1,3,6,0,2,Suburban,No,No,Good,21.5,685438
H02320,4397,1,4,2,36,2,0,Rural,No,Yes,Excellent,22.0,876058
H02321,3731,1,5,2,23,2,4,Suburban,No,No,Good,28.5,794560
H02322,3995,4,5,3,3,2,1,Urban,Yes,Yes,Excellent,20.5,1023479
H02323,1379,1,3,2,22,0,2,Urban,No,Yes,Good,13.3,454339
H02324,909,5,3,1,36,0,0,Rural,No,Yes,Excellent,1.9,317535
H02325,1891,6,2,3,26,1,4,Urban,No,Yes,Average,28.2,557904
H02326,1999,1,2,3,7,0,2,Suburban,No,No,Average,16.3,482460
H02327,1924,3,2,1,6,0,0,Urban,No,Yes,Average,3.9,560746
H02328,1127,5,5,2,10,3,2,Urban,Yes,No,Average,27.9,479195
H02329,3228,4,5,3,27,2,1,Urban,Yes,Yes,Needs Renovation,4.4,831763
H02330,4653,6,3,1,16,3,2,Urban,Yes,No,Needs Renovation,3.8,1082244
H02331,3854,1,2,3,35,1,0,Suburban,No,Yes,Good,29.2,801753
H02332,3025,6,2,3,9,2,1,Suburban,Yes,No,Good,16.5,744235
H02333,836,6,3,2,27,2,2,Urban,Yes,Yes,Good,11.4,431794
H02334,4834,1,4,3,23,0,0,Rural,No,Yes,Average,2.5,950526
H02335,3337,1,3,2,4,2,0,Suburban,No,Yes,Needs Renovation,27.2,699090
H02336,2107,2,2,1,26,0,1,Suburban,Yes,No,Good,8.8,529634
H02337,4127,3,4,1,32,0,0,Suburban,Yes,No,Average,21.8,853110
H02338,2903,2,5,1,30,0,2,Suburban,Yes,No,Good,10.9,676997
H02339,3394,4,4,2,33,1,4,Rural,No,No,Good,7.0,742662
H02340,2694,6,5,1,39,2,1,Urban,Yes,Yes,Needs Renovation,9.7,732752
H02341,4431,2,4,3,29,2,1,Urban,No,No,Needs Renovation,4.4,985353
H02342,908,6,1,1,40,3,2,Rural,Yes,Yes,Excellent,3.5,348745
H02343,3713,6,3,3,2,3,4,Rural,Yes,No,Needs Renovation,10.3,829803
H02344,3147,5,5,1,28,0,2,Rural,No,Yes,Needs Renovation,2.4,674146
H02345,3277,6,1,1,21,0,3,Suburban,No,Yes,Excellent,13.1,798822
H02346,1530,3,5,1,26,0,0,Urban,No,No,Good,4.7,497292
H02347,1872,2,3,2,14,3,4,Rural,Yes,Yes,Needs Renovation,16.8,440386
H02348,687,3,3,1,10,1,4,Urban,No,Yes,Excellent,10.4,389700
H02349,4637,6,1,1,38,3,4,Rural,No,Yes,Good,29.5,932234
H02350,964,4,3,3,10,0,4,Urban,Yes,No,Needs Renovation,17.7,386677
H02351,3143,5,1,1,6,0,0,Suburban,No,Yes,Excellent,2.7,798257
H02352,1802,4,3,2,6,3,4,Rural,No,No,Good,9.2,479761
H02353,4215,4,5,2,27,3,4,Suburban,Yes,No,Good,27.2,956732
H02354,3598,1,3,2,35,2,2,Urban,Yes,Yes,Good,7.0,882593
H02355,4914,1,1,1,6,2,0,Rural,No,No,Average,1.4,968259
H02356,2207,5,5,3,10,3,0,Suburban,No,No,Excellent,28.0,600254
H02357,4033,3,5,1,31,2,1,Rural,Yes,No,Good,26.7,831684
H02358,2022,5,3,1,29,1,1,Rural,Yes,No,Good,22.6,487770
H02359,4426,6,3,2,18,1,2,Rural,Yes,No,Average,4.8,961108
H02360,4256,2,3,2,18,3,4,Urban,Yes,No,Good,27.9,1001055
H02361,4948,1,2,1,25,0,4,Urban,Yes,Yes,Needs Renovation,22.9,1042234
H02362,920,2,1,2,17,2,4,Urban,No,Yes,Excellent,27.4,390390
H02363,2766,5,2,3,22,3,1,Urban,No,No,Needs Renovation,26.0,649672
H02364,724,5,1,2,11,2,0,Urban,Yes,No,Needs Renovation,16.6,319980
H02365,1304,2,2,2,30,0,0,Suburban,No,No,Needs Renovation,3.7,295282
H02366,2317,3,1,2,31,0,3,Rural,No,No,Excellent,16.3,481162
H02367,1248,2,4,2,19,1,3,Suburban,No,No,Good,2.4,393375
H02368,845,6,3,2,17,1,0,Urban,Yes,No,Needs Renovation,19.6,355404
H02369,1201,1,5,3,15,3,3,Rural,No,Yes,Good,9.9,337044
H02370,1957,4,3,2,10,2,4,Rural,Yes,No,Good,26.4,502311
H02371,1120,1,5,1,33,3,3,Urban,Yes,No,Excellent,14.3,454314
H02372,1981,6,1,2,25,3,2,Urban,No,Yes,Needs Renovation,13.0,574370
H02373,898,6,1,3,5,1,2,Urban,No,No,Excellent,17.3,445569
H02374,673,2,3,2,21,0,3,Urban,No,Yes,Good,22.1,324330
H02375,1263,5,3,3,3,1,1,Suburban,No,Yes,Good,8.2,448735
H02376,1588,5,3,2,3,3,1,Urban,Yes,No,Needs Renovation,16.7,531856
H02377,830,1,2,2,4,0,2,Urban,No,Yes,Needs Renovation,1.8,343418
H02378,4144,5,1,3,33,3,4,Rural,Yes,No,Excellent,5.8,927409
H02379,910,4,3,2,13,1,1,Suburban,No,Yes,Average,2.8,355208
H02380,3258,6,3,3,5,0,2,Suburban,No,Yes,Excellent,21.6,811132
H02381,3920,5,4,3,30,0,4,Suburban,Yes,No,Average,5.9,920659
H02382,2759,3,1,2,38,2,4,Urban,Yes,Yes,Needs Renovation,12.2,697289
H02383,2553,5,1,3,2,1,4,Suburban,No,No,Good,25.5,613835
H02384,823,1,4,3,8,1,0,Rural,Yes,No,Good,8.9,256063
H02385,2572,2,2,1,20,0,1,Suburban,Yes,Yes,Needs Renovation,18.9,555463
H02386,3777,5,4,3,0,3,0,Suburban,No,No,Average,3.7,895332
H02387,2238,4,1,1,19,2,3,Urban,Yes,No,Excellent,8.2,683798
H02388,2650,3,2,2,35,0,3,Suburban,No,Yes,Needs Renovation,18.6,548431
H02389,4365,5,2,3,0,0,0,Urban,No,No,Needs Renovation,12.5,964786
H02390,952,5,5,1,25,1,1,Suburban,Yes,Yes,Average,11.9,400184
H02391,4030,2,4,3,30,1,2,Rural,No,No,Needs Renovation,24.2,754494
H02392,1562,5,1,3,32,3,4,Urban,No,No,Needs Renovation,22.6,443906
H02393,3473,6,1,2,9,3,3,Suburban,Yes,Yes,Needs Renovation,24.9,796157
H02394,2822,2,2,3,19,3,0,Rural,No,Yes,Excellent,6.9,632130
H02395,3214,3,4,2,5,0,1,Urban,Yes,No,Average,13.9,830789
H02396,2946,4,1,1,3,3,3,Rural,No,No,Excellent,8.4,677903
H02397,971,1,5,2,27,3,2,Suburban,Yes,Yes,Needs Renovation,25.6,297498
H02398,1380,3,5,2,9,3,4,Suburban,Yes,Yes,Good,8.4,501276
H02399,4704,5,5,3,7,2,3,Suburban,Yes,Yes,Average,15.7,1090105
H02400,3289,4,3,1,21,3,3,Urban,Yes,Yes,Good,14.1,872019
H02401,3463,4,5,2,40,3,0,Urban,No,No,Average,29.0,794401
H02402,4325,3,4,2,12,0,3,Suburban,No,No,Good,5.6,954557
H02403,1838,5,1,1,3,3,4,Suburban,No,No,Good,10.6,532993
H02404,2860,2,1,3,7,1,4,Urban,Yes,No,Excellent,2.1,770381
H02405,2180,3,5,1,31,3,4,Urban,Yes,No,Excellent,20.9,677993
H02406,3436,1,1,1,37,3,1,Suburban,Yes,No,Average,12.3,729306
H02407,4617,4,2,1,18,0,0,Urban,No,No,Good,29.9,1009795
H02408,4414,6,5,3,32,3,2,Suburban,No,Yes,Needs Renovation,21.8,941211
H02409,2373,4,4,3,17,3,3,Rural,No,Yes,Average,20.2,560309
H02410,4343,1,1,1,26,3,1,Rural,No,No,Needs Renovation,4.7,820975
H02411,3232,5,3,3,13,1,0,Urban,Yes,Yes,Needs Renovation,3.0,847950
H02412,1048,2,3,3,24,1,0,Suburban,Yes,Yes,Good,5.9,380647
H02413,3426,2,2,1,5,1,0,Rural,No,No,Excellent,5.5,722029
H02414,1666,1,4,1,15,3,2,Urban,Yes,No,Good,14.3,524375
H02415,1554,3,2,1,17,3,2,Suburban,No,No,Average,11.4,423424
H02416,3396,6,2,1,25,3,1,Rural,No,No,Good,20.0,714704
H02417,3258,1,3,2,30,3,2,Rural,No,No,Needs Renovation,3.9,633068
H02418,1874,5,5,2,18,0,1,Rural,Yes,Yes,Excellent,17.6,524147
H02419,4161,6,5,2,21,3,2,Rural,Yes,No,Needs Renovation,5.5,912223
H02420,3412,1,2,1,25,0,3,Rural,Yes,No,Needs Renovation,30.0,633132
H02421,613,1,4,2,26,1,3,Urban,Yes,Yes,Good,27.4,345256
H02422,1410,3,4,1,12,0,3,Rural,No,Yes,Average,24.6,331725
H02423,4176,1,1,2,28,0,2,Rural,Yes,No,Average,26.9,760680
H02424,4499,6,5,2,3,0,1,Urban,Yes,Yes,Good,5.6,1152931
H02425,2366,3,1,3,31,0,1,Suburban,No,No,Excellent,22.2,562661
H02426,823,4,4,2,22,3,2,Suburban,Yes,No,Excellent,7.5,407669
H02427,4561,3,3,3,28,3,4,Rural,No,Yes,Excellent,11.7,972669
H02428,4552,3,5,3,9,2,4,Rural,No,Yes,Good,19.2,969511
H02429,3147,4,1,1,33,0,2,Rural,Yes,No,Needs Renovation,2.6,648418
H02430,4363,5,3,2,16,0,3,Rural,Yes,No,Average,20.9,898263
H02431,4092,1,4,1,24,3,3,Rural,No,Yes,Average,4.1,845188
H02432,1755,3,5,2,28,2,2,Urban,Yes,No,Good,15.7,583007
H02433,2705,6,5,2,19,0,4,Rural,No,No,Needs Renovation,4.7,623976
H02434,3176,4,1,2,26,1,4,Suburban,Yes,Yes,Needs Renovation,21.9,716291
H02435,1017,6,4,2,35,2,4,Urban,No,No,Good,18.6,427871
H02436,2274,6,3,3,2,1,4,Rural,No,No,Average,16.5,531724
H02437,4821,4,1,2,32,0,4,Urban,No,Yes,Average,9.7,1082111
H02438,964,4,4,1,0,2,0,Rural,No,Yes,Needs Renovation,19.3,262537
H02439,2220,2,3,1,19,3,2,Urban,No,No,Needs Renovation,24.8,536412
H02440,2558,5,5,2,27,1,1,Rural,No,No,Good,2.1,613096
H02441,3475,2,5,1,10,3,2,Urban,No,No,Average,3.4,871060
H02442,2628,1,3,1,5,3,0,Suburban,Yes,Yes,Excellent,28.7,674816
H02443,3583,6,1,1,30,3,0,Urban,No,No,Excellent,18.3,871821
H02444,2910,1,1,1,5,0,2,Rural,No,Yes,Good,16.8,598693
H02445,2685,6,3,1,20,1,2,Suburban,Yes,Yes,Good,22.9,696213
H02446,4253,3,2,3,31,1,0,Urban,No,Yes,Excellent,20.9,993766
H02447,2311,5,1,3,2,2,0,Rural,Yes,No,Good,29.7,539604
H02448,3849,2,2,1,30,3,0,Rural,Yes,Yes,Needs Renovation,18.2,736160
H02449,1607,5,2,2,39,2,1,Rural,No,Yes,Needs Renovation,13.5,350786
H02450,4326,2,2,1,23,3,0,Suburban,Yes,No,Needs Renovation,13.9,884460
H02451,3475,3,2,2,6,1,3,Urban,No,Yes,Needs Renovation,25.8,782174
H02452,4353,5,4,3,3,1,3,Rural,No,No,Average,25.1,906033
H02453,650,3,1,2,40,2,3,Rural,No,Yes,Excellent,21.6,218410
H02454,3585,6,4,1,24,3,3,Suburban,Yes,Yes,Good,27.1,895214
H02455,4189,1,4,2,21,2,2,Urban,No,Yes,Average,4.8,969194
H02456,2618,3,4,3,9,1,4,Rural,Yes,No,Average,28.0,568777
H02457,1594,1,5,1,23,0,1,Suburban,No,Yes,Average,21.2,422793
H02458,4445,5,1,1,32,0,0,Urban,Yes,Yes,Average,23.3,1015920
H02459,1958,6,3,1,17,2,3,Urban,No,No,Good,14.5,614709
H02460,4451,5,3,2,8,0,2,Urban,Yes,No,Good,17.5,1054316
H02461,2868,6,5,1,24,2,3,Suburban,Yes,No,Good,6.7,773169
H02462,2021,6,5,2,40,1,0,Suburban,Yes,No,Average,5.5,557746
H02463,3735,4,1,2,39,2,4,Suburban,No,No,Needs Renovation,24.1,730599
H02464,4709,3,2,2,30,3,0,Suburban,Yes,No,Needs Renovation,3.8,991407
H02465,3793,1,4,3,1,2,1,Urban,Yes,No,Average,1.2,936395
H02466,1826,2,1,3,9,1,3,Urban,Yes,Yes,Excellent,28.6,576366
H02467,4019,3,2,2,21,2,4,Rural,Yes,Yes,Excellent,3.1,908044
H02468,1640,1,3,1,6,2,1,Rural,Yes,Yes,Excellent,28.8,431696
H02469,4673,2,3,1,17,0,2,Urban,No,Yes,Excellent,9.9,1081187
H02470,4823,3,4,3,5,3,1,Rural,Yes,No,Average,3.1,1025926
H02471,3640,1,2,1,14,2,4,Urban,Yes,Yes,Excellent,23.0,906315
H02472,4265,3,5,1,39,2,1,Rural,No,Yes,Needs Renovation,27.5,805426
H02473,4536,3,2,3,21,0,3,Suburban,No,Yes,Average,11.6,957800
H02474,620,5,2,2,4,2,0,Rural,Yes,No,Average,18.1,233248
H02475,2598,6,2,2,16,2,1,Suburban,Yes,Yes,Needs Renovation,13.7,635611
H02476,4702,6,2,2,28,3,0,Rural,Yes,Yes,Average,22.8,954380
H02477,1357,4,3,1,27,0,2,Suburban,No,Yes,Average,21.6,395828
H02478,3783,4,5,3,24,3,1,Suburban,No,No,Needs Renovation,3.9,827854
H02479,3419,6,2,1,8,0,2,Rural,Yes,No,Excellent,17.0,787821
H02480,2238,2,1,3,34,1,4,Suburban,No,No,Excellent,2.5,550397
H02481,614,5,1,3,20,1,4,Suburban,Yes,Yes,Average,2.2,333422
H02482,4883,2,1,2,36,2,4,Suburban,Yes,No,Average,28.0,986884
H02483,2169,3,2,3,14,1,4,Urban,Yes,Yes,Excellent,15.5,663706
H02484,3946,3,4,1,10,3,3,Rural,No,No,Good,21.3,837337
H02485,2587,1,3,1,1,1,2,Rural,No,No,Needs Renovation,28.8,501948
H02486,2673,5,2,2,24,3,2,Urban,Yes,No,Good,13.1,762647
H02487,3131,4,1,2,38,3,1,Suburban,No,No,Needs Renovation,6.0,675356
H02488,3524,1,3,3,31,2,3,Suburban,Yes,No,Excellent,3.9,812711
H02489,2723,2,2,1,31,1,4,Suburban,Yes,Yes,Needs Renovation,1.8,650870
H02490,976,6,5,3,27,0,4,Rural,No,Yes,Needs Renovation,3.0,323454
H02491,3182,6,1,2,7,0,4,Suburban,No,Yes,Excellent,22.5,781457
H02492,2637,5,1,1,28,1,0,Urban,No,Yes,Good,18.6,684864
H02493,4149,6,5,1,19,1,4,Rural,Yes,No,Excellent,18.9,959099
H02494,3331,2,5,3,35,2,1,Suburban,No,Yes,Excellent,16.1,763971
H02495,3394,1,5,3,17,3,1,Rural,Yes,No,Good,24.0,735979
H02496,3668,5,1,2,21,0,1,Rural,No,Yes,Good,23.9,743459
H02497,3784,6,4,2,28,2,0,Urban,Yes,No,Excellent,3.6,1008418
H02498,959,2,1,3,28,0,4,Suburban,Yes,Yes,Needs Renovation,14.5,264245
H02499,4553,5,1,2,21,2,3,Urban,Yes,No,Needs Renovation,26.4,990505
H02500,4227,3,1,2,13,0,3,Rural,No,Yes,Good,19.7,849883
H02501,2820,4,2,2,33,2,3,Suburban,Yes,Yes,Excellent,26.9,691933
H02502,3065,2,1,1,7,0,1,Urban,No,Yes,Needs Renovation,11.6,699024
H02503,3930,3,1,2,32,1,4,Urban,Yes,No,Good,8.3,913516
H02504,759,5,2,1,27,1,2,Rural,Yes,No,Average,27.1,212073
H02505,3295,3,2,2,24,0,2,Suburban,No,No,Needs Renovation,13.7,674279
H02506,3804,3,3,1,11,2,2,Urban,No,Yes,Needs Renovation,4.6,905987
H02507,2810,4,5,3,25,3,1,Urban,No,No,Needs Renovation,23.2,677488
H02508,4113,4,5,2,5,1,4,Urban,Yes,No,Average,21.9,1003330
H02509,1282,4,4,2,36,3,4,Rural,Yes,Yes,Excellent,6.6,440865
H02510,1807,4,2,3,34,2,3,Suburban,Yes,Yes,Good,23.1,498094
H02511,840,3,1,1,31,2,2,Rural,No,No,Needs Renovation,8.2,194445
H02512,4359,4,3,1,11,0,1,Rural,No,No,Needs Renovation,28.1,828810
H02513,1395,2,5,3,24,1,1,Rural,No,No,Needs Renovation,28.5,262078
H02514,4854,4,1,1,5,2,4,Urban,No,Yes,Good,13.2,1114233
H02515,4315,6,4,2,34,2,3,Rural,Yes,Yes,Good,19.1,962037
H02516,4739,5,1,3,32,0,0,Suburban,No,No,Good,4.6,992387
H02517,822,5,1,3,32,0,0,Urban,Yes,No,Needs Renovation,8.7,328112
H02518,4658,6,2,2,12,3,3,Suburban,Yes,No,Average,12.9,1052375
H02519,4930,3,1,2,1,2,2,Urban,Yes,Yes,Average,7.1,1140970
H02520,1448,2,5,1,20,1,3,Suburban,No,Yes,Good,11.4,448960
H02521,774,1,5,2,5,3,0,Rural,Yes,Yes,Average,14.9,284329
H02522,1299,2,2,1,17,2,2,Rural,Yes,Yes,Excellent,26.5,373206
H02523,4891,3,1,2,6,3,3,Urban,Yes,No,Average,7.2,1135240
H02524,3171,4,5,2,31,3,3,Urban,Yes,No,Good,26.2,832952
H02525,2015,3,3,3,3,2,4,Suburban,Yes,Yes,Needs Renovation,4.3,545554
H02526,3441,2,1,3,27,3,1,Rural,Yes,Yes,Good,18.4,710931
H02527,2275,2,5,2,9,2,1,Rural,No,No,Good,25.6,511930
H02528,2506,2,5,2,3,1,0,Urban,Yes,Yes,Good,20.1,736358
H02529,4375,1,4,3,33,0,1,Rural,No,No,Average,19.0,827795
H02530,3811,3,2,1,38,0,2,Suburban,Yes,No,Needs Renovation,12.4,794044
H02531,4103,1,3,1,25,3,4,Suburban,Yes,Yes,Needs Renovation,9.5,900271
H02532,1189,3,1,3,1,1,0,Urban,No,Yes,Needs Renovation,11.5,383668
H02533,1733,1,3,3,34,1,2,Rural,Yes,Yes,Excellent,17.0,428409
H02534,3869,5,5,2,1,0,0,Urban,Yes,No,Good,18.9,976176
H02535,2047,4,3,3,20,0,3,Urban,No,No,Average,22.2,555646
H02536,3648,2,2,3,34,2,0,Urban,No,Yes,Needs Renovation,10.6,796252
H02537,1738,6,5,2,34,1,3,Suburban,Yes,No,Good,16.6,535625
H02538,2998,4,5,2,39,0,4,Suburban,No,No,Excellent,3.3,734808
H02539,1111,5,2,3,26,1,2,Urban,No,No,Good,24.4,389686
H02540,835,2,4,3,22,3,1,Rural,Yes,No,Average,18.3,242770
H02541,2891,5,4,2,5,0,0,Suburban,No,No,Average,1.6,722651
H02542,2105,5,4,3,23,0,2,Rural,Yes,No,Needs Renovation,29.9,428148
H02543,4091,5,5,1,15,1,1,Rural,No,No,Needs Renovation,2.3,861370
H02544,2560,4,2,3,14,3,2,Suburban,Yes,Yes,Good,25.7,656998
H02545,4183,1,3,1,35,2,0,Suburban,No,No,Good,2.2,907367
H02546,4300,1,4,2,27,1,0,Suburban,No,No,Needs Renovation,26.1,824487
H02547,4784,4,1,2,32,0,2,Suburban,No,No,Average,29.1,956648
H02548,4783,3,4,3,36,3,2,Urban,No,Yes,Needs Renovation,10.9,1061556
H02549,1833,1,2,1,9,2,2,Suburban,Yes,Yes,Good,24.0,481828
H02550,4101,1,2,1,30,0,2,Rural,Yes,No,Needs Renovation,26.6,744078
H02551,4818,5,3,1,37,2,3,Rural,Yes,Yes,Needs Renovation,29.3,950648
H02552,3811,5,3,2,29,2,1,Suburban,No,No,Good,26.2,852276
H02553,3176,3,4,3,26,0,2,Rural,Yes,Yes,Excellent,29.9,677909
H02554,786,5,4,1,40,1,3,Urban,No,No,Excellent,29.4,358843
H02555,4694,5,5,1,14,2,0,Urban,No,No,Excellent,9.7,1149969
H02556,2314,2,2,3,9,1,2,Urban,No,Yes,Good,21.1,632595
H02557,3847,6,1,3,34,0,0,Suburban,No,Yes,Good,18.7,850833
H02558,3566,4,4,2,20,1,3,Suburban,Yes,Yes,Average,1.5,886876
H02559,1659,1,5,1,34,3,2,Urban,Yes,Yes,Good,15.3,559076
H02560,686,5,5,2,30,0,1,Urban,No,Yes,Excellent,26.2,381148
H02561,4518,3,2,3,31,0,0,Rural,Yes,Yes,Good,22.5,905816
H02562,3209,2,4,1,31,0,0,Rural,Yes,Yes,Average,29.4,641392
H02563,1967,2,4,2,37,1,0,Rural,Yes,Yes,Needs Renovation,24.2,406522
H02564,2480,1,4,3,19,1,0,Suburban,Yes,No,Average,28.6,556799
H02565,3380,2,2,3,37,1,2,Rural,Yes,No,Needs Renovation,3.5,670001
H02566,3270,6,4,1,39,1,3,Urban,No,No,Good,29.8,816673
H02567,3783,6,2,1,11,0,0,Rural,No,Yes,Good,29.6,800270
H02568,3896,1,3,1,15,0,3,Suburban,No,Yes,Average,21.6,823414
H02569,2133,4,5,2,3,2,3,Urban,Yes,No,Needs Renovation,12.1,627815
H02570,4629,3,4,1,30,0,1,Suburban,No,Yes,Needs Renovation,29.5,918396
H02571,2762,4,3,3,32,3,3,Rural,No,No,Good,29.2,595061
H02572,3138,5,5,2,39,1,4,Urban,No,Yes,Excellent,4.2,866025
H02573,1253,1,5,1,21,3,1,Suburban,Yes,No,Average,6.5,410808
H02574,2001,2,2,3,29,2,1,Urban,No,Yes,Needs Renovation,9.8,521191
H02575,1803,6,2,2,18,3,1,Suburban,No,Yes,Good,28.2,503459
H02576,2291,4,1,2,40,2,2,Urban,Yes,No,Good,17.3,630865
H02577,1080,5,3,1,11,0,1,Urban,Yes,No,Needs Renovation,10.9,399243
H02578,849,5,5,2,12,1,3,Urban,Yes,Yes,Excellent,29.8,477290
H02579,3422,6,2,3,18,2,0,Suburban,Yes,No,Needs Renovation,11.6,762082
H02580,959,5,4,3,15,3,0,Rural,No,Yes,Needs Renovation,15.6,266009
H02581,1183,1,4,2,31,3,0,Rural,No,Yes,Average,23.4,264986
H02582,3286,1,1,2,8,1,1,Suburban,No,No,Average,25.9,681146
H02583,2409,4,3,3,4,1,2,Urban,No,No,Needs Renovation,2.7,645467
H02584,4911,2,1,2,5,0,3,Urban,No,Yes,Excellent,15.5,1105857
H02585,3116,6,4,2,24,3,4,Rural,Yes,Yes,Needs Renovation,7.6,717100
H02586,1860,2,3,3,33,3,0,Rural,Yes,No,Average,26.2,392227
H02587,4369,1,4,3,8,0,4,Rural,Yes,Yes,Good,24.4,905035
H02588,2912,4,5,1,18,1,1,Suburban,Yes,Yes,Average,14.1,719097
H02589,1387,3,1,1,1,2,4,Suburban,No,No,Good,10.9,408976
H02590,2546,3,3,1,26,1,0,Rural,Yes,Yes,Needs Renovation,8.5,525364
H02591,1076,6,3,2,26,2,0,Urban,Yes,No,Good,20.0,466260
H02592,4961,4,1,3,24,1,4,Urban,No,No,Good,29.2,1058529
H02593,4504,2,3,1,15,1,3,Urban,No,No,Excellent,2.2,1052153
H02594,2234,3,3,2,18,0,0,Rural,No,Yes,Needs Renovation,23.5,440350
H02595,1307,4,5,2,21,2,3,Urban,Yes,Yes,Needs Renovation,8.5,507623
H02596,3757,4,3,2,32,1,3,Suburban,No,No,Needs Renovation,3.7,799903
H02597,2336,1,5,1,1,3,2,Rural,Yes,No,Good,27.3,542970
H02598,1679,1,3,1,29,0,4,Urban,No,No,Average,17.6,438781
H02599,2852,2,5,3,1,1,3,Urban,No,Yes,Good,1.5,781467
H02600,3185,4,4,3,11,0,0,Rural,No,Yes,Good,28.0,675560
H02601,2300,5,4,1,13,0,4,Urban,No,No,Average,20.3,647709
H02602,3379,3,3,3,17,2,3,Suburban,No,Yes,Needs Renovation,12.1,747412
H02603,3210,5,5,3,28,3,4,Urban,Yes,Yes,Average,20.6,865551
H02604,703,3,5,1,38,2,0,Suburban,No,No,Good,16.5,283836
H02605,1957,2,2,2,12,0,1,Suburban,Yes,Yes,Average,19.9,511854
H02606,2903,6,1,2,1,3,1,Suburban,Yes,No,Needs Renovation,25.2,694489
H02607,2351,2,4,3,40,0,1,Rural,No,Yes,Excellent,17.4,514215
H02608,1258,2,1,2,16,0,1,Urban,No,Yes,Needs Renovation,6.7,407325
H02609,3966,1,1,3,10,1,2,Urban,No,No,Good,19.3,880870
H02610,2377,3,4,2,33,1,0,Suburban,No,No,Excellent,14.3,608465
H02611,3624,5,3,2,35,3,2,Suburban,No,Yes,Average,1.2,832163
H02612,4697,5,3,3,4,1,2,Urban,Yes,Yes,Needs Renovation,15.8,1103137
H02613,4247,2,1,1,22,1,0,Urban,Yes,Yes,Average,11.3,962616
H02614,1336,2,2,3,3,3,4,Urban,Yes,No,Excellent,11.9,503035
H02615,2432,5,3,2,26,0,3,Rural,No,Yes,Excellent,11.7,597431
H02616,1801,2,3,2,7,0,1,Suburban,Yes,Yes,Excellent,2.6,574741
H02617,1096,5,5,3,34,0,3,Rural,Yes,No,Needs Renovation,15.8,279473
H02618,3126,4,1,1,7,1,3,Urban,Yes,Yes,Average,29.1,795157
H02619,3860,5,4,1,4,1,4,Urban,No,No,Average,8.1,966208
H02620,3222,1,1,3,25,0,0,Urban,No,No,Excellent,22.2,744930
H02621,2860,4,4,1,11,2,1,Rural,Yes,No,Average,21.1,620572
H02622,1804,4,4,3,26,3,3,Rural,Yes,Yes,Average,20.2,444646
H02623,4130,1,4,1,32,3,2,Rural,No,Yes,Average,1.9,828644
H02624,3452,5,4,3,24,1,0,Rural,Yes,No,Excellent,8.9,805946
H02625,3399,5,1,2,5,2,2,Urban,No,No,Needs Renovation,28.4,772459
H02626,2197,3,3,3,39,1,3,Urban,No,Yes,Excellent,3.6,629988
H02627,843,2,1,3,24,2,1,Urban,Yes,No,Average,7.7,371839
H02628,4690,3,3,2,10,2,3,Urban,No,No,Average,24.0,1023576
H02629,4374,4,4,3,8,2,4,Rural,Yes,No,Average,9.8,940845
H02630,1509,5,2,1,26,3,2,Urban,Yes,Yes,Average,18.8,511861
H02631,4077,1,1,2,3,3,4,Rural,Yes,No,Good,18.7,842450
H02632,1000,1,3,2,1,2,0,Suburban,Yes,Yes,Needs Renovation,7.6,322127
H02633,4825,3,3,2,17,1,3,Suburban,Yes,Yes,Needs Renovation,8.9,1042347
H02634,4221,1,3,2,11,3,3,Urban,Yes,Yes,Average,9.5,1010731
H02635,4427,2,2,3,11,3,2,Suburban,No,Yes,Good,20.1,945564
H02636,2079,6,4,3,23,3,2,Urban,Yes,Yes,Average,7.9,673698
H02637,3431,4,1,1,39,3,2,Suburban,Yes,Yes,Average,18.6,758640
H02638,3770,5,1,1,10,1,4,Urban,Yes,No,Good,27.4,924350
H02639,2429,1,1,3,2,2,2,Rural,Yes,No,Average,29.5,492493
H02640,4700,3,2,3,0,0,4,Urban,Yes,No,Needs Renovation,15.4,1051837
H02641,1861,5,5,1,18,0,4,Urban,No,No,Excellent,22.5,611987
H02642,2766,1,2,3,33,0,0,Rural,Yes,No,Needs Renovation,28.3,492496
H02643,2506,4,5,1,23,2,0,Suburban,Yes,Yes,Average,27.5,614845
H02644,1167,2,4,3,4,0,4,Suburban,Yes,Yes,Excellent,26.0,416120
H02645,1231,3,2,2,33,2,1,Urban,Yes,Yes,Excellent,3.4,484131
H02646,3499,4,5,3,18,3,2,Suburban,No,No,Excellent,16.4,860643
H02647,4555,2,4,3,14,2,3,Rural,Yes,No,Average,4.1,945784
H02648,2518,6,2,1,14,3,0,Urban,No,No,Excellent,8.4,752901
